"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",2791.87676949012,3755.16612044058,0.743476235123937,0.457193404278741
"2","lat_dd",-0.557447302466704,0.535185988394441,-1.04159547251797,0.297599268634274
"3","long_dd",-0.341878289852924,0.319377221067301,-1.07045295437924,0.284415474351583
"4","am_em_domEcM",42.3459181276875,2820.60709274213,0.0150130509976559,0.98802176836578
"5","am_em_domEcM/AM mix",16.7315061865099,5446.94624173098,0.0030717222906156,0.997549124063442
"6","am_em_domEcM/AM/ErM mix",41.6194295736781,2820.61192749713,0.0147554610997512,0.988227272602693
"7","am_em_domTBA",30.316361675987,15222.5095684684,0.00199154820955303,0.998410975481918
"8","year",-1.40974228631723,1.22724516335158,-1.14870469928539,0.250677767463181
"9","total_precip_mm",-0.00239804702547218,0.00170597910737916,-1.40567197751689,0.159821551772598
